workload	approachwithdrawal	engagement	arousal	Marker
7.3105e-01	9.8894e-03	-4.2893e-01	1.5487e+00	0.0000e+00
7.1400e-01	2.3907e-03	-4.2776e-01	1.5487e+00	0.0000e+00
6.9930e-01	-7.1620e-03	-4.2406e-01	1.5486e+00	0.0000e+00
6.8881e-01	-1.3841e-02	-4.1733e-01	1.5484e+00	0.0000e+00
6.8238e-01	-1.4665e-02	-4.0840e-01	1.5482e+00	0.0000e+00
6.7773e-01	-1.1081e-02	-4.0020e-01	1.5478e+00	0.0000e+00
6.7164e-01	-8.4631e-03	-3.9409e-01	1.5475e+00	0.0000e+00
6.6369e-01	-6.1266e-03	-3.8953e-01	1.5471e+00	0.0000e+00
6.5704e-01	-3.1558e-03	-3.8678e-01	1.5466e+00	0.0000e+00
6.5493e-01	4.1515e-04	-3.8580e-01	1.5462e+00	0.0000e+00
6.5738e-01	2.5799e-03	-3.8579e-01	1.5456e+00	0.0000e+00
6.6190e-01	2.3015e-03	-3.8538e-01	1.5451e+00	0.0000e+00
6.6521e-01	-1.7238e-03	-3.8313e-01	1.5447e+00	0.0000e+00
6.6521e-01	-9.1885e-03	-3.7890e-01	1.5443e+00	0.0000e+00
6.6346e-01	-1.1029e-02	-3.7638e-01	1.5439e+00	0.0000e+00
6.6032e-01	-1.2045e-02	-3.7412e-01	1.5431e+00	0.0000e+00
6.5577e-01	-1.2206e-02	-3.7199e-01	1.5425e+00	0.0000e+00
6.4997e-01	-1.1777e-02	-3.6975e-01	1.5420e+00	0.0000e+00
6.4454e-01	-1.1692e-02	-3.6713e-01	1.5416e+00	0.0000e+00
6.4146e-01	-1.1872e-02	-3.6420e-01	1.5413e+00	0.0000e+00
6.4048e-01	-1.2154e-02	-3.6100e-01	1.5411e+00	0.0000e+00
6.4026e-01	-1.2209e-02	-3.5834e-01	1.5409e+00	0.0000e+00
6.3981e-01	-1.2476e-02	-3.5646e-01	1.5406e+00	0.0000e+00
6.3862e-01	-1.3068e-02	-3.5552e-01	1.5403e+00	0.0000e+00
6.3678e-01	-1.3761e-02	-3.5535e-01	1.5401e+00	0.0000e+00
6.3560e-01	-1.4421e-02	-3.5578e-01	1.5399e+00	0.0000e+00
6.3532e-01	-1.5169e-02	-3.5617e-01	1.5398e+00	0.0000e+00
6.2641e-01	-1.3265e-02	-3.4409e-01	1.5398e+00	0.0000e+00
6.1950e-01	-1.2018e-02	-3.3381e-01	1.5398e+00	0.0000e+00
6.1631e-01	-1.2118e-02	-3.2716e-01	1.5399e+00	0.0000e+00
6.1744e-01	-1.4008e-02	-3.2282e-01	1.5399e+00	0.0000e+00
6.2232e-01	-1.5652e-02	-3.1846e-01	1.5401e+00	0.0000e+00
6.2938e-01	-1.6128e-02	-3.1430e-01	1.5403e+00	0.0000e+00
6.3503e-01	-1.5843e-02	-3.1155e-01	1.5404e+00	0.0000e+00
6.3712e-01	-1.4510e-02	-3.1103e-01	1.5404e+00	0.0000e+00
6.3633e-01	-1.2653e-02	-3.1208e-01	1.5405e+00	0.0000e+00
6.3523e-01	-1.1056e-02	-3.1279e-01	1.5407e+00	0.0000e+00
6.3595e-01	-8.7360e-03	-3.1327e-01	1.5411e+00	0.0000e+00
6.3881e-01	-6.8085e-03	-3.1460e-01	1.5413e+00	0.0000e+00
6.4227e-01	-5.7809e-03	-3.1734e-01	1.5412e+00	0.0000e+00
6.4298e-01	-5.5842e-03	-3.2089e-01	1.5411e+00	0.0000e+00
6.3994e-01	-5.4751e-03	-3.2401e-01	1.5407e+00	0.0000e+00
6.3711e-01	-4.4085e-03	-3.2636e-01	1.5400e+00	0.0000e+00
6.3793e-01	-1.5366e-03	-3.2883e-01	1.5395e+00	0.0000e+00
6.4252e-01	1.5031e-03	-3.3260e-01	1.5392e+00	0.0000e+00
6.4849e-01	4.1605e-03	-3.3726e-01	1.5390e+00	0.0000e+00
6.5297e-01	6.8498e-03	-3.4125e-01	1.5388e+00	0.0000e+00
6.5510e-01	9.8485e-03	-3.4323e-01	1.5385e+00	0.0000e+00
6.5607e-01	1.0704e-02	-3.4270e-01	1.5384e+00	0.0000e+00
6.5699e-01	1.0030e-02	-3.4041e-01	1.5383e+00	0.0000e+00
6.5826e-01	9.4407e-03	-3.3764e-01	1.5382e+00	0.0000e+00
6.6006e-01	9.8938e-03	-3.3508e-01	1.5380e+00	0.0000e+00
6.6251e-01	9.8446e-03	-3.3411e-01	1.5378e+00	0.0000e+00
6.6661e-01	6.7432e-03	-3.3613e-01	1.5376e+00	0.0000e+00
6.7239e-01	1.1649e-03	-3.4124e-01	1.5374e+00	0.0000e+00
6.7901e-01	-3.8885e-03	-3.4790e-01	1.5373e+00	0.0000e+00
6.8532e-01	-6.4571e-03	-3.5469e-01	1.5372e+00	0.0000e+00
6.8955e-01	-6.4705e-03	-3.6095e-01	1.5372e+00	0.0000e+00
6.8967e-01	-5.3757e-03	-3.6585e-01	1.5372e+00	0.0000e+00
6.8538e-01	-4.3871e-03	-3.6876e-01	1.5373e+00	0.0000e+00
6.7863e-01	-3.0785e-03	-3.6946e-01	1.5374e+00	0.0000e+00
6.7150e-01	-6.7365e-04	-3.6898e-01	1.5373e+00	0.0000e+00
6.6548e-01	2.4991e-03	-3.6817e-01	1.5371e+00	0.0000e+00
6.6102e-01	6.4036e-03	-3.6755e-01	1.5370e+00	0.0000e+00
6.5778e-01	1.0539e-02	-3.6746e-01	1.5370e+00	0.0000e+00
6.5597e-01	1.4352e-02	-3.6773e-01	1.5372e+00	0.0000e+00
6.5564e-01	1.6703e-02	-3.6831e-01	1.5378e+00	0.0000e+00
6.5629e-01	1.7210e-02	-3.6918e-01	1.5383e+00	0.0000e+00
6.5626e-01	1.7207e-02	-3.7023e-01	1.5389e+00	0.0000e+00
6.5360e-01	1.7513e-02	-3.7146e-01	1.5397e+00	0.0000e+00
6.4860e-01	1.8145e-02	-3.7341e-01	1.5405e+00	0.0000e+00
6.4332e-01	1.8848e-02	-3.7546e-01	1.5407e+00	0.0000e+00
6.3898e-01	1.9818e-02	-3.7696e-01	1.5406e+00	0.0000e+00
6.3612e-01	2.0479e-02	-3.7721e-01	1.5403e+00	0.0000e+00
6.3476e-01	2.1368e-02	-3.7631e-01	1.5402e+00	0.0000e+00
6.3440e-01	2.3457e-02	-3.7523e-01	1.5402e+00	0.0000e+00
6.3510e-01	2.6706e-02	-3.7477e-01	1.5404e+00	0.0000e+00
6.3636e-01	3.0224e-02	-3.7543e-01	1.5408e+00	0.0000e+00
6.3819e-01	3.2562e-02	-3.7728e-01	1.5414e+00	0.0000e+00
6.3913e-01	3.2739e-02	-3.7948e-01	1.5422e+00	0.0000e+00
6.3788e-01	3.0301e-02	-3.8070e-01	1.5434e+00	0.0000e+00
6.3487e-01	2.7116e-02	-3.8051e-01	1.5440e+00	0.0000e+00
6.3142e-01	2.4976e-02	-3.7970e-01	1.5444e+00	0.0000e+00
6.2956e-01	2.2568e-02	-3.7927e-01	1.5446e+00	0.0000e+00
6.3000e-01	1.9203e-02	-3.7952e-01	1.5449e+00	0.0000e+00
6.3208e-01	1.5245e-02	-3.8074e-01	1.5451e+00	0.0000e+00
6.3424e-01	1.1840e-02	-3.8307e-01	1.5451e+00	0.0000e+00
6.3479e-01	9.2494e-03	-3.8578e-01	1.5451e+00	0.0000e+00
6.3291e-01	7.2738e-03	-3.8812e-01	1.5450e+00	0.0000e+00
6.2936e-01	5.9176e-03	-3.8920e-01	1.5450e+00	0.0000e+00
6.2670e-01	4.8515e-03	-3.8897e-01	1.5448e+00	0.0000e+00
6.2636e-01	4.0565e-03	-3.8754e-01	1.5445e+00	0.0000e+00
6.2629e-01	2.5797e-03	-3.8546e-01	1.5442e+00	0.0000e+00
6.2408e-01	-7.5325e-04	-3.8322e-01	1.5441e+00	0.0000e+00
6.1918e-01	-5.3199e-03	-3.8063e-01	1.5441e+00	0.0000e+00
6.1371e-01	-9.4223e-03	-3.7739e-01	1.5439e+00	0.0000e+00
6.0984e-01	-1.2843e-02	-3.7405e-01	1.5438e+00	0.0000e+00
6.0846e-01	-1.6986e-02	-3.7164e-01	1.5437e+00	0.0000e+00
6.0760e-01	-2.1698e-02	-3.7036e-01	1.5437e+00	0.0000e+00
6.0523e-01	-2.6031e-02	-3.7029e-01	1.5438e+00	0.0000e+00
6.0144e-01	-2.8914e-02	-3.7107e-01	1.5437e+00	0.0000e+00
5.9703e-01	-3.0093e-02	-3.7234e-01	1.5436e+00	0.0000e+00
5.9179e-01	-2.9204e-02	-3.7313e-01	1.5436e+00	0.0000e+00
5.8560e-01	-2.5865e-02	-3.7207e-01	1.5442e+00	0.0000e+00
5.7883e-01	-2.0946e-02	-3.6861e-01	1.5449e+00	0.0000e+00
5.7136e-01	-1.5826e-02	-3.6318e-01	1.5458e+00	0.0000e+00
5.6368e-01	-1.1411e-02	-3.5710e-01	1.5467e+00	0.0000e+00
5.5725e-01	-8.9318e-03	-3.5140e-01	1.5475e+00	0.0000e+00
5.5302e-01	-7.7309e-03	-3.4689e-01	1.5482e+00	0.0000e+00
5.5088e-01	-7.7836e-03	-3.4399e-01	1.5486e+00	0.0000e+00
5.4967e-01	-9.0453e-03	-3.4262e-01	1.5490e+00	0.0000e+00
5.4890e-01	-1.1643e-02	-3.4271e-01	1.5491e+00	0.0000e+00
5.4878e-01	-1.5245e-02	-3.4405e-01	1.5491e+00	0.0000e+00
5.4950e-01	-1.9291e-02	-3.4625e-01	1.5489e+00	0.0000e+00
5.5173e-01	-2.3469e-02	-3.4870e-01	1.5489e+00	0.0000e+00
5.5602e-01	-2.7434e-02	-3.5115e-01	1.5491e+00	0.0000e+00
5.6274e-01	-3.0382e-02	-3.5308e-01	1.5499e+00	0.0000e+00
5.7053e-01	-3.2034e-02	-3.5428e-01	1.5515e+00	0.0000e+00
5.7726e-01	-3.3610e-02	-3.5498e-01	1.5529e+00	0.0000e+00
5.8184e-01	-3.5963e-02	-3.5523e-01	1.5544e+00	0.0000e+00
5.8545e-01	-3.8427e-02	-3.5511e-01	1.5560e+00	0.0000e+00
5.9050e-01	-4.0918e-02	-3.5539e-01	1.5568e+00	0.0000e+00
5.9764e-01	-4.2682e-02	-3.5663e-01	1.5573e+00	0.0000e+00
6.0572e-01	-4.2675e-02	-3.5902e-01	1.5575e+00	0.0000e+00
6.1272e-01	-4.2311e-02	-3.6286e-01	1.5576e+00	0.0000e+00
6.1697e-01	-4.3821e-02	-3.6738e-01	1.5579e+00	0.0000e+00
6.1845e-01	-4.7404e-02	-3.7141e-01	1.5586e+00	0.0000e+00
6.1771e-01	-5.2021e-02	-3.7403e-01	1.5598e+00	0.0000e+00
6.1548e-01	-5.5839e-02	-3.7497e-01	1.5605e+00	0.0000e+00
6.1361e-01	-5.7595e-02	-3.7491e-01	1.5608e+00	0.0000e+00
6.1294e-01	-5.7634e-02	-3.7473e-01	1.5607e+00	0.0000e+00
6.1271e-01	-5.6799e-02	-3.7460e-01	1.5603e+00	0.0000e+00
6.1159e-01	-5.6307e-02	-3.7399e-01	1.5597e+00	0.0000e+00
6.0840e-01	-5.5394e-02	-3.7276e-01	1.5591e+00	0.0000e+00
6.0331e-01	-5.3699e-02	-3.7079e-01	1.5581e+00	0.0000e+00
5.9799e-01	-5.1283e-02	-3.6784e-01	1.5573e+00	0.0000e+00
5.9416e-01	-4.9514e-02	-3.6362e-01	1.5569e+00	0.0000e+00
5.9290e-01	-4.9267e-02	-3.5811e-01	1.5563e+00	0.0000e+00
5.9454e-01	-5.0404e-02	-3.5138e-01	1.5558e+00	0.0000e+00
5.9782e-01	-5.1298e-02	-3.4420e-01	1.5555e+00	0.0000e+00
6.0073e-01	-5.0880e-02	-3.3724e-01	1.5553e+00	0.0000e+00
6.0149e-01	-4.9355e-02	-3.3170e-01	1.5549e+00	0.0000e+00
5.9961e-01	-4.7656e-02	-3.2870e-01	1.5544e+00	0.0000e+00
5.9545e-01	-4.6286e-02	-3.2790e-01	1.5538e+00	0.0000e+00
5.9054e-01	-4.5002e-02	-3.2787e-01	1.5535e+00	0.0000e+00
5.8611e-01	-4.3821e-02	-3.2804e-01	1.5534e+00	0.0000e+00
5.8325e-01	-4.2888e-02	-3.2778e-01	1.5532e+00	0.0000e+00
5.8281e-01	-4.0779e-02	-3.2699e-01	1.5529e+00	0.0000e+00
5.8491e-01	-3.6697e-02	-3.2633e-01	1.5522e+00	0.0000e+00
5.8880e-01	-3.1506e-02	-3.2517e-01	1.5517e+00	0.0000e+00
5.9259e-01	-2.6987e-02	-3.2302e-01	1.5515e+00	0.0000e+00
5.9531e-01	-2.4425e-02	-3.2123e-01	1.5512e+00	0.0000e+00
5.9733e-01	-2.2880e-02	-3.2097e-01	1.5510e+00	0.0000e+00
5.9903e-01	-2.2099e-02	-3.2247e-01	1.5506e+00	0.0000e+00
6.0180e-01	-2.2521e-02	-3.2533e-01	1.5502e+00	0.0000e+00
6.0709e-01	-2.4521e-02	-3.2889e-01	1.5500e+00	0.0000e+00
6.1499e-01	-2.7911e-02	-3.3257e-01	1.5499e+00	0.0000e+00
6.2392e-01	-3.1182e-02	-3.3637e-01	1.5506e+00	0.0000e+00
6.3194e-01	-3.3092e-02	-3.4000e-01	1.5520e+00	0.0000e+00
6.3870e-01	-3.2317e-02	-3.4293e-01	1.5528e+00	0.0000e+00
6.4680e-01	-2.9862e-02	-3.4586e-01	1.5534e+00	0.0000e+00
6.5791e-01	-2.7158e-02	-3.4838e-01	1.5541e+00	0.0000e+00
6.7185e-01	-2.4149e-02	-3.5035e-01	1.5545e+00	0.0000e+00
6.8790e-01	-2.0325e-02	-3.5173e-01	1.5547e+00	0.0000e+00
7.0334e-01	-1.6321e-02	-3.5296e-01	1.5547e+00	0.0000e+00
7.1483e-01	-1.3754e-02	-3.5465e-01	1.5549e+00	0.0000e+00
7.2108e-01	-1.4164e-02	-3.5698e-01	1.5550e+00	0.0000e+00
7.2389e-01	-1.6744e-02	-3.5969e-01	1.5551e+00	0.0000e+00
7.2628e-01	-1.9680e-02	-3.6222e-01	1.5551e+00	0.0000e+00
7.2942e-01	-2.1739e-02	-3.6436e-01	1.5549e+00	0.0000e+00
7.3115e-01	-2.3362e-02	-3.6595e-01	1.5544e+00	0.0000e+00
7.2828e-01	-2.3881e-02	-3.6677e-01	1.5538e+00	0.0000e+00
7.2141e-01	-2.3941e-02	-3.6639e-01	1.5533e+00	0.0000e+00
7.1315e-01	-2.4529e-02	-3.6479e-01	1.5531e+00	0.0000e+00
7.0681e-01	-2.5007e-02	-3.6185e-01	1.5532e+00	0.0000e+00
7.0401e-01	-2.4458e-02	-3.5802e-01	1.5534e+00	0.0000e+00
7.0455e-01	-2.2644e-02	-3.5404e-01	1.5542e+00	0.0000e+00
7.0742e-01	-1.8322e-02	-3.5114e-01	1.5551e+00	0.0000e+00
7.1239e-01	-1.2420e-02	-3.5178e-01	1.5564e+00	0.0000e+00
7.2120e-01	-6.3219e-03	-3.5786e-01	1.5578e+00	0.0000e+00
7.3553e-01	-3.5685e-04	-3.6942e-01	1.5592e+00	0.0000e+00
7.5409e-01	4.1631e-03	-3.8561e-01	1.5606e+00	0.0000e+00
7.7389e-01	7.1226e-03	-4.0378e-01	1.5613e+00	0.0000e+00
7.9137e-01	9.2901e-03	-4.1989e-01	1.5618e+00	0.0000e+00
8.0393e-01	1.1268e-02	-4.3093e-01	1.5620e+00	0.0000e+00
8.0987e-01	1.3296e-02	-4.3606e-01	1.5616e+00	0.0000e+00
8.1179e-01	1.5994e-02	-4.3858e-01	1.5607e+00	0.0000e+00
8.1245e-01	1.8512e-02	-4.4206e-01	1.5599e+00	0.0000e+00
8.1319e-01	2.1279e-02	-4.4653e-01	1.5592e+00	0.0000e+00
8.1886e-01	2.3298e-02	-4.5208e-01	1.5586e+00	0.0000e+00
8.3125e-01	2.3598e-02	-4.5850e-01	1.5580e+00	0.0000e+00
8.4848e-01	2.1625e-02	-4.6486e-01	1.5574e+00	0.0000e+00
8.6755e-01	1.7917e-02	-4.6984e-01	1.5572e+00	0.0000e+00
8.8757e-01	1.4516e-02	-4.7368e-01	1.5578e+00	0.0000e+00
9.0826e-01	1.2187e-02	-4.7792e-01	1.5590e+00	0.0000e+00
9.2840e-01	1.1530e-02	-4.8319e-01	1.5614e+00	0.0000e+00
9.4424e-01	1.1650e-02	-4.8826e-01	1.5649e+00	0.0000e+00
9.5218e-01	1.1580e-02	-4.9202e-01	1.5696e+00	0.0000e+00
9.5278e-01	1.0647e-02	-4.9412e-01	1.5762e+00	0.0000e+00
9.5075e-01	8.8020e-03	-4.9605e-01	1.5804e+00	0.0000e+00
9.5071e-01	6.1863e-03	-4.9981e-01	1.5832e+00	0.0000e+00
9.5492e-01	2.6734e-03	-5.0708e-01	1.5852e+00	0.0000e+00
9.6376e-01	-1.9400e-03	-5.1836e-01	1.5855e+00	0.0000e+00
9.7537e-01	-7.4265e-03	-5.3272e-01	1.5847e+00	0.0000e+00
9.8519e-01	-1.2947e-02	-5.4784e-01	1.5834e+00	0.0000e+00
9.8975e-01	-1.7336e-02	-5.6057e-01	1.5819e+00	0.0000e+00
9.8821e-01	-1.9664e-02	-5.6824e-01	1.5805e+00	0.0000e+00
9.8360e-01	-1.9005e-02	-5.6947e-01	1.5801e+00	0.0000e+00
9.7917e-01	-1.6184e-02	-5.6626e-01	1.5803e+00	0.0000e+00
9.7638e-01	-1.4046e-02	-5.6188e-01	1.5805e+00	0.0000e+00
9.7262e-01	-1.3024e-02	-5.5789e-01	1.5806e+00	0.0000e+00
9.6581e-01	-1.2255e-02	-5.5461e-01	1.5800e+00	0.0000e+00
9.5556e-01	-1.1703e-02	-5.5178e-01	1.5787e+00	0.0000e+00
9.4192e-01	-1.2208e-02	-5.4864e-01	1.5775e+00	0.0000e+00
9.2666e-01	-1.3595e-02	-5.4411e-01	1.5761e+00	0.0000e+00
9.1309e-01	-1.4774e-02	-5.3853e-01	1.5750e+00	0.0000e+00
9.0370e-01	-1.3337e-02	-5.3370e-01	1.5744e+00	0.0000e+00
8.9829e-01	-9.8759e-03	-5.3084e-01	1.5746e+00	0.0000e+00
8.9489e-01	-5.6000e-03	-5.3010e-01	1.5752e+00	0.0000e+00
8.9201e-01	-1.8710e-03	-5.3104e-01	1.5759e+00	0.0000e+00
8.9154e-01	5.3257e-04	-5.3371e-01	1.5768e+00	0.0000e+00
8.9630e-01	1.4200e-03	-5.3823e-01	1.5774e+00	0.0000e+00
9.0557e-01	1.3681e-03	-5.4493e-01	1.5780e+00	0.0000e+00
9.1679e-01	1.9840e-03	-5.5412e-01	1.5785e+00	0.0000e+00
9.2625e-01	3.1109e-03	-5.6616e-01	1.5790e+00	0.0000e+00
9.3174e-01	4.8701e-03	-5.8156e-01	1.5791e+00	0.0000e+00
9.3300e-01	6.5791e-03	-5.9835e-01	1.5790e+00	0.0000e+00
9.3049e-01	6.1010e-03	-6.1342e-01	1.5789e+00	0.0000e+00
9.2438e-01	3.4659e-03	-6.2304e-01	1.5788e+00	0.0000e+00
9.1305e-01	-1.0027e-03	-6.2349e-01	1.5788e+00	0.0000e+00
8.9517e-01	-6.5639e-03	-6.1463e-01	1.5789e+00	0.0000e+00
8.7203e-01	-1.2700e-02	-5.9973e-01	1.5794e+00	0.0000e+00
8.4757e-01	-1.9336e-02	-5.8514e-01	1.5808e+00	0.0000e+00
8.2718e-01	-2.4691e-02	-5.7474e-01	1.5819e+00	0.0000e+00
8.1487e-01	-2.8237e-02	-5.7004e-01	1.5804e+00	0.0000e+00
8.1182e-01	-3.0196e-02	-5.7085e-01	1.5778e+00	0.0000e+00
8.1472e-01	-3.0868e-02	-5.7555e-01	1.5751e+00	0.0000e+00
8.1943e-01	-3.1160e-02	-5.8209e-01	1.5725e+00	0.0000e+00
8.2354e-01	-3.1857e-02	-5.9176e-01	1.5717e+00	0.0000e+00
8.2363e-01	-3.3239e-02	-6.0488e-01	1.5716e+00	0.0000e+00
8.1882e-01	-3.4476e-02	-6.2018e-01	1.5719e+00	0.0000e+00
8.0997e-01	-3.5301e-02	-6.3475e-01	1.5730e+00	0.0000e+00
7.9878e-01	-3.4942e-02	-6.4580e-01	1.5769e+00	0.0000e+00
7.8556e-01	-3.3137e-02	-6.5126e-01	1.5825e+00	0.0000e+00
7.7133e-01	-3.0430e-02	-6.5164e-01	1.5914e+00	0.0000e+00
7.5847e-01	-3.0170e-02	-6.5011e-01	1.6034e+00	0.0000e+00
7.4937e-01	-3.2119e-02	-6.4931e-01	1.6191e+00	0.0000e+00
7.4931e-01	-3.3313e-02	-6.5031e-01	1.6426e+00	0.0000e+00
7.6366e-01	-3.3333e-02	-6.5400e-01	1.6604e+00	0.0000e+00
7.8900e-01	-3.1386e-02	-6.6038e-01	1.6763e+00	0.0000e+00
8.1744e-01	-2.8569e-02	-6.6725e-01	1.6892e+00	0.0000e+00
8.4161e-01	-2.4676e-02	-6.7205e-01	1.6973e+00	0.0000e+00
8.5665e-01	-1.9146e-02	-6.7501e-01	1.7024e+00	0.0000e+00
8.6285e-01	-1.2824e-02	-6.7731e-01	1.7043e+00	0.0000e+00
8.6456e-01	-6.2164e-03	-6.7887e-01	1.7055e+00	0.0000e+00
8.6617e-01	-8.7606e-04	-6.7930e-01	1.7055e+00	0.0000e+00
8.6877e-01	2.0207e-03	-6.7848e-01	1.7038e+00	0.0000e+00
8.7240e-01	3.7451e-03	-6.7789e-01	1.6999e+00	0.0000e+00
8.7860e-01	2.1707e-03	-6.7878e-01	1.6964e+00	0.0000e+00
8.8550e-01	-1.6369e-03	-6.8097e-01	1.6930e+00	0.0000e+00
8.9164e-01	-5.7700e-03	-6.8345e-01	1.6902e+00	0.0000e+00
8.9673e-01	-1.0190e-02	-6.8622e-01	1.6881e+00	0.0000e+00
9.0123e-01	-1.4975e-02	-6.8910e-01	1.6861e+00	0.0000e+00
9.0533e-01	-2.0009e-02	-6.9164e-01	1.6846e+00	0.0000e+00
9.0905e-01	-2.4187e-02	-6.9350e-01	1.6834e+00	0.0000e+00
9.1198e-01	-2.6702e-02	-6.9393e-01	1.6825e+00	0.0000e+00
9.1275e-01	-2.8289e-02	-6.9282e-01	1.6815e+00	0.0000e+00
9.1128e-01	-2.9080e-02	-6.9056e-01	1.6801e+00	0.0000e+00
9.0902e-01	-2.9442e-02	-6.8771e-01	1.6793e+00	0.0000e+00
9.0824e-01	-2.9942e-02	-6.8447e-01	1.6787e+00	0.0000e+00
9.0802e-01	-3.0465e-02	-6.8006e-01	1.6781e+00	0.0000e+00
9.0479e-01	-3.1863e-02	-6.7376e-01	1.6776e+00	0.0000e+00
8.9701e-01	-3.4244e-02	-6.6605e-01	1.6770e+00	0.0000e+00
8.8598e-01	-3.6496e-02	-6.5708e-01	1.6766e+00	0.0000e+00
8.7696e-01	-3.7662e-02	-6.4684e-01	1.6762e+00	0.0000e+00
8.7556e-01	-3.9069e-02	-6.3578e-01	1.6761e+00	0.0000e+00
8.8120e-01	-4.1284e-02	-6.2670e-01	1.6763e+00	0.0000e+00
8.9110e-01	-4.3179e-02	-6.2063e-01	1.6764e+00	0.0000e+00
9.0121e-01	-4.4109e-02	-6.1675e-01	1.6763e+00	0.0000e+00
9.0936e-01	-4.3590e-02	-6.1455e-01	1.6760e+00	0.0000e+00
9.1601e-01	-4.2534e-02	-6.1338e-01	1.6755e+00	0.0000e+00
9.2149e-01	-4.2040e-02	-6.1261e-01	1.6750e+00	0.0000e+00
9.2576e-01	-4.1595e-02	-6.0956e-01	1.6744e+00	0.0000e+00
9.2836e-01	-4.1717e-02	-6.0457e-01	1.6737e+00	0.0000e+00
9.3020e-01	-4.1768e-02	-5.9937e-01	1.6729e+00	0.0000e+00
9.3433e-01	-4.1676e-02	-5.9566e-01	1.6721e+00	0.0000e+00
9.4060e-01	-4.1989e-02	-5.9273e-01	1.6713e+00	0.0000e+00
9.4775e-01	-4.0909e-02	-5.9065e-01	1.6707e+00	0.0000e+00
9.5450e-01	-3.7906e-02	-5.8865e-01	1.6703e+00	0.0000e+00
9.5899e-01	-3.3652e-02	-5.8509e-01	1.6699e+00	0.0000e+00
9.6134e-01	-2.9739e-02	-5.7865e-01	1.6697e+00	0.0000e+00
9.6295e-01	-2.6863e-02	-5.7026e-01	1.6694e+00	0.0000e+00
9.6393e-01	-2.5626e-02	-5.6313e-01	1.6690e+00	0.0000e+00
9.6367e-01	-2.7902e-02	-5.6075e-01	1.6686e+00	0.0000e+00
9.6219e-01	-3.2076e-02	-5.6288e-01	1.6686e+00	0.0000e+00
9.5780e-01	-3.4258e-02	-5.6671e-01	1.6688e+00	0.0000e+00
9.5227e-01	-3.4449e-02	-5.7120e-01	1.6688e+00	0.0000e+00
9.4303e-01	-3.4108e-02	-5.7584e-01	1.6687e+00	0.0000e+00
9.2424e-01	-3.4946e-02	-5.8060e-01	1.6685e+00	0.0000e+00
8.9693e-01	-3.7951e-02	-5.8524e-01	1.6684e+00	0.0000e+00
8.6710e-01	-4.1844e-02	-5.9048e-01	1.6685e+00	0.0000e+00
8.4039e-01	-4.5730e-02	-5.9512e-01	1.6692e+00	0.0000e+00
8.1997e-01	-4.8856e-02	-5.9581e-01	1.6712e+00	0.0000e+00
8.0489e-01	-5.0592e-02	-5.9015e-01	1.6764e+00	0.0000e+00
7.9422e-01	-5.0214e-02	-5.8039e-01	1.6828e+00	0.0000e+00
7.8972e-01	-4.7334e-02	-5.7254e-01	1.6907e+00	0.0000e+00
7.9247e-01	-4.3555e-02	-5.7284e-01	1.6985e+00	0.0000e+00
7.9878e-01	-4.1082e-02	-5.8162e-01	1.7052e+00	0.0000e+00
8.0204e-01	-3.7969e-02	-5.9404e-01	1.7116e+00	0.0000e+00
8.0095e-01	-3.3329e-02	-6.0588e-01	1.7144e+00	0.0000e+00
7.9823e-01	-2.8585e-02	-6.1509e-01	1.7154e+00	0.0000e+00
7.9488e-01	-2.4200e-02	-6.2073e-01	1.7160e+00	0.0000e+00
7.9106e-01	-2.1550e-02	-6.2398e-01	1.7162e+00	0.0000e+00
7.8846e-01	-2.2684e-02	-6.2826e-01	1.7159e+00	0.0000e+00
7.8868e-01	-2.9984e-02	-6.3675e-01	1.7145e+00	0.0000e+00
7.9175e-01	-4.2347e-02	-6.4975e-01	1.7118e+00	0.0000e+00
7.9646e-01	-5.6585e-02	-6.6390e-01	1.7094e+00	0.0000e+00
8.0068e-01	-6.9460e-02	-6.7527e-01	1.7071e+00	0.0000e+00
8.0257e-01	-7.8120e-02	-6.8172e-01	1.7050e+00	0.0000e+00
8.0202e-01	-8.0833e-02	-6.8383e-01	1.7035e+00	0.0000e+00
8.0147e-01	-7.9919e-02	-6.8496e-01	1.7021e+00	0.0000e+00
8.0231e-01	-7.8624e-02	-6.8717e-01	1.7011e+00	0.0000e+00
8.0475e-01	-7.7442e-02	-6.8982e-01	1.7001e+00	0.0000e+00
8.0831e-01	-7.6867e-02	-6.9272e-01	1.6994e+00	0.0000e+00
8.0963e-01	-7.8188e-02	-6.9612e-01	1.6987e+00	0.0000e+00
8.0452e-01	-8.0398e-02	-6.9899e-01	1.6980e+00	0.0000e+00
7.9351e-01	-8.1704e-02	-7.0009e-01	1.6972e+00	0.0000e+00
7.7973e-01	-8.2067e-02	-7.0083e-01	1.6963e+00	0.0000e+00
7.6668e-01	-8.2687e-02	-7.0286e-01	1.6957e+00	0.0000e+00
7.5615e-01	-8.3916e-02	-7.0909e-01	1.6951e+00	0.0000e+00
7.4837e-01	-8.4237e-02	-7.2001e-01	1.6945e+00	0.0000e+00
7.4369e-01	-8.1865e-02	-7.3273e-01	1.6939e+00	0.0000e+00
7.4231e-01	-7.7754e-02	-7.4534e-01	1.6933e+00	0.0000e+00
7.4389e-01	-7.4107e-02	-7.5631e-01	1.6927e+00	0.0000e+00
